img_name,mos
wrbt0nvt9m,4.785123967
vr6rdbjs1h,5.504225352
xvv020aihk,4.670422535
hxf0nkuzku,4.494350282
odxniu186x,5.677506775
gtyvpy4zpb,5.028818444
49bhp8dy1r,3.695652174
fiue6ux8pw,4.423188406
vfpkcka1qq,5.008522727
2inxzcpe87,5.423076923
74w0d2ra3t,4.919308357
jx11dyq08w,4.796033994
nlswdaho4u,5.048850575
a1gs0soxei,5.525568182
y6z5raeihm,4.593837535
md0xgpqshl,5.484240688
3ytps6o51v,5.360335196
cp2p8chain,4.575070822
irzmfo430q,5.505434783
r6k567yjqw,5.280555556
s3z3glcukp,5.620498615
ox0jmymphf,4.944289694
3iwlt530rl,4.958333333
8nn9okg8a1,5.823863636
wvbolkyd77,5.101694915
zy9ti01r9w,5.34
zevabv0ymo,6.06557377
vntdyfd6tr,4.718475073
707nasqpjm,5.446927374
7ljode35l4,6.108882521
b7dv10p7xe,5.173669468
t2ygm1rifc,5.766666667
eo61y1xhal,6.154471545
fa22pfemvq,5.864640884
iqq8cta6f5,5.485955056
h6uqgsibls,6.052910053
kn465cgtnr,6.183673469
us0wx8ia2i,6.301075269
lcvrubl17y,6.031746032
t2c7o2mvo9,5.722826087
uem9zmqjxd,5.751351351
caf2hqfbef,6.1
s2vd5lwp58,4.821621622
ibwrv9zybv,5.74301676
wp39lkvkcj,6.180412371
o2gz7vckkt,4.988764045
5829z8xfjt,6.666666667
51fudlw22a,6.147208122
s51d4qhxej,6.331521739
1mvlr9mxnt,7.026041667
qi1qll72y3,6.115183246
ldekrpyouy,5.427777778
xgprcqzv8h,5.752747253
i0my19zf1x,5.630434783
f67fcugwjd,5.26984127
owcl8bu23w,5.540106952
o6hzkw4jgj,4.607734807
88wa3ty7ko,6.261111111
pfihdmk7iw,5.294444444
btzqc9s3rb,6.521276596
3pkm95tjgd,5.871657754
bt2z9a7p5q,6.362637363
qvk007xlwm,5.469945355
tu8gt7e4ey,7.207885305
fyjjmah8p0,7.45229682
60segeict5,4.690298507
66jyfln433,4.837944664
v4rstgo788,6.853146853
4tyou6wyyi,5.44015444
11u6t5mvdw,4.279069767
x944y1sn71,3.91015625
dnhwt1erpp,7.388278388
gjgqsnicuh,6.807407407
a6c92ncljy,6.714285714
q5c3sz4ghq,7.260714286
ljk5ku4xto,6.322463768
76plj211sk,5.637681159
e1eqhvyrpr,6.384615385
8di1dcokxv,6.271375465
t5mwkoq20f,4.815384615
58hjp6qjdg,5.556818182
ngb2rpjtuo,5.235521236
3s761gs43w,5.661538462
wro4jftblk,4.528957529
l2yt48iuaf,5.659003831
8l1akgpugm,6.874074074
tsmnikrcpk,6.188191882
m75jys1og7,5.908745247
qk0d90bjir,5.350553506
30exdzwil5,6.331775701
o5e2bi1kw2,7.404545455
31bkfvk7di,5.597087379
x4bas98882,6.190954774
d0uwiza31q,4.303738318
gjj8hsgda8,5.794117647
61dqsj7wcn,6.47826087
3u2d6hngjv,5.788990826
crk70rr19m,7.202702703
ua52qyedn5,4.301980198
fhigl17h65,6.087962963
e03j0wad6j,4.561904762
ollzebvpyl,4.5
0tr6qzwpjs,5.245283019
1bsk2n4qtd,5.468899522
2vvkv0n2n8,5.27184466
lwrbfarqh4,7.042857143
ayi46d0yeh,4.306603774
ijpujjvxpi,6.178571429
opvuwv6pgn,5.403940887
8gluuv3lk7,5.936585366
l5a1zpew58,5.149758454
ouayfax79u,6.296650718
zq87nvogxg,5.057692308
iem4vruim3,4.934010152
6urevcson6,5.247619048
zap7ppfgz4,5.699074074
98aktbq2gb,5.428571429
hirr6qihiu,5.990566038
9514ymvntq,5.225961538
180urkgy6p,5.42
ad8aph1fsp,6.548076923
4nwyuzj4ei,5.579207921
6x9dp1wiot,5.565853659
g3zdlhd9l6,6.603686636
zu42wt59kq,5.147783251
2ja7s1a93q,4.492890995
31apl50sry,4.712264151
fezy5kth1t,3.995121951
8j1vc7g49w,5.3507109
3ksujh88ki,6.729468599
mm0z459lp1,4.959390863
7fj4gpm1em,6.82464455
9yczv94knh,5.140776699
xauo7k0kxr,5.483091787
5tzk62bnrk,5.38277512
cy8mgw5auf,4.99009901
71d55llk88,4.975369458
mlakklfppb,6.581081081
lvhqzbj0sl,6.289855072
pbkvfmfooh,5.535885167
vrbnhi8g0s,6.148148148
5135zaq72r,6.037914692
tsx8hfayav,5.772093023
8rluh98bja,5.108374384
v4kp1fgcje,7.047146402
tdo52z7a0n,6.076530612
gn4at4tmra,5.150395778
h2pujy0o66,6.082914573
pumvlcg8wl,4.884615385
bi61c50j55,5.92689295
blgucvbnw2,6.542288557
uk5g5iuhfn,6.393861893
0nw466cp8h,6.583541147
th5d3772rk,4.355263158
gm3mb22smk,5.943152455
3uxijbze9h,6.1796875
m0ewz6syqu,6.691919192
a629igjqd8,5.458333333
8tsobiqkxx,6.105978261
h66ob2ypfb,5.881136951
2n2b1krb3x,5.298469388
nlhpqj38e3,6.711779449
7kv78bsm0j,5.01285347
772qbkmagk,5.316753927
ntrswot455,6.609375
b33jiskdc5,6.303664921
8tle9qz506,6.77970297
8vv8jcoh4b,6.28030303
zc5oqqhk9b,6.333333333
nkb7g8ongo,5.652392947
1wiv7br83k,6.750611247
trz6b9mz56,4.790633609
695nefreoc,6.989873418
k3dlv3gxar,5.330808081
lnlo1o8rk3,4.489583333
1ja1pnjo0x,4.62295082
uh40b931d1,4.445623342
opr17x25nn,6.194647202
9hgm2yyxkk,6.530769231
wuea1bt8qw,5.802992519
pkctv70mpf,5.091603053
fe9ubn7z5b,4.345744681
e8h9u8qour,5.56641604
slwcey1b4a,6.52173913
gb3zq8eb84,6.325641026
3lqlpiehht,7.256926952
io4p3omu9n,6.5859375
ajn08uzh8s,5.247340426
5xklsps8d2,5.898263027
uuzu9rs2jm,3.839142091
dq19h5fcwr,6.244332494
5ychkxgq98,6.37244898
kq2whihzv2,6.493606138
m1z9cjmg6a,7.119480519
6q3n2qh5oh,4.42118863
8bcx1oej36,6.096256684
4p76dmf8w4,8.310810811
x80vbpvju3,7
gw6v5kqd34,3.868131868
k7kv4atbc9,5.549723757
hnf9ivhyry,6.264150943
yrznnz0apq,3.842253521
katezyz8ya,5.964383562
itqki1xm0s,5.428969359
0o0c2ulg3n,5.142061281
rfa6hbs0ee,4.668604651
fhktuqbfxs,5.106741573
fh20nkjz8d,5.462809917
71wfwrxw0d,4.303030303
fwq4omfakw,5.688022284
rohhj6l9b5,6.991935484
x4jovllgbk,5.297002725
vhg64a1qw0,3.441926346
p14yforpq5,6.660477454
g4pc1crv0c,5.169398907
d122scjnuc,5.653116531
lyx4kupx14,6.421333333
y0i3sg2rc8,3.577777778
ncgb226pzb,6
xt9tzx8ad5,4.933884298
066eudjf5x,7.188829787
ndqpvr95yv,4.734972678
vidldsrpcl,3.952112676
phoo3pd6tw,6.398351648
3qg45js1oh,5.676056338
t3xgadptmr,5.773109244
swq8kdsyma,4.870523416
kotcb27ovx,6.239215686
9eto99j0l0,7.102661597
jjemmjsax8,5.47826087
blzz76mai6,7.046511628
p3ojtjm9j4,4.868312757
pdkucjwty4,4.541322314
lx6x6qutgr,4.789256198
j4b8t88cte,3.801652893
at9yhibf6l,5.732394366
wjk1xm6fbg,5.910958904
fuq9zhh8jt,5.838028169
1qfk5ohrf4,5.847222222
2p9po6i8li,5.928571429
r10pzvlwxb,4.978417266
7tjg1ru1rv,6.531034483
9lcqeaez61,4.520833333
jxvv0tx00r,6.455172414
uqrbtv3euq,5.87755102
3r70ufejfr,5.728476821
cv56wrl3l1,5.884353742
cyh16twhqt,5.571428571
taxnmur9g8,5.93877551
f5ft93o6g4,6.835526316
0shvkxtadf,5.671428571
y47b5xb5cg,4.724637681
91rc3wznhl,5.979591837
s3fb4722v4,5.893333333
4o38h24g2g,5.066225166
vicasg30xs,5.725
30jfykzosx,3.375816993
8btkuah2l2,6.262820513
2kupsbyqer,3.905660377
a8za91z5my,6.063091483
b7tm7t6rsu,4.521035599
nvrfbyclos,4.803921569
buax5rzwhg,6.03525641
sxhjkwiug3,5.621538462
7luf2ah72o,3.423566879
obsxx8pll4,5.364217252
m4upyrn5q6,4.980830671
fkbqzw8qnp,4.480519481
ijnn73s3jf,5.315625
zo56ozn2jl,4.908794788
qpnblbo9ss,5.225490196
dcgwjfaw5r,5.247588424
y4fw7t72r6,5.312302839
yi796ilnln,4.4
dqiq328g8t,4.006493506
rcthzkge18,5.138709677
rcgj1z4a8w,6.367924528
pno02v0tai,4.938906752
bc6b4o7amr,5.124161074
rc1vpii1c5,5.458598726
pppxlxy0ww,6.048231511
his39fkl6e,5.327922078
e8sth0o5vn,5.336538462
ns3mwfqhao,5.28343949
cwotce6yik,3.911184211
6jnkt8w8p3,5.273015873
s57v900z3z,4.720257235
rcipzak5y4,6.297124601
n9hx5whiat,5.43125
k8l7sbcymt,4.172638436
2kmbt2ruw5,5.559485531
a4qbutxxbg,4.559375
90zbjlvi3n,4.023178808
ij01tu5jwc,6.268370607
o326ar9fso,4.487012987
ljhasuai3x,6.801324503
cegvuggu21,6.404984424
9rost4o6ta,5.055194805
q14uuacwfa,4.651090343
19o8s0x252,5.760517799
0uiuz4rel9,4.878594249
ubbqlsafx3,6.022222222
6r5ekqpp6d,4.544303797
ncxljmrz3o,4.325806452
4ahawswfjt,6.416149068
2r4my2kdfv,5.096463023
l50gq2mflo,5.460063898
2a9aghyvsp,6.215873016
7updkiywo0,5.751592357
l9i8zdqwr8,5.828025478
m4moxaunee,4.97704918
qyvjkfhl9o,6.073717949
jk9irh85a5,6.514018692
2m8y4bmxfz,5.932692308
bpvjyiju7t,4.613114754
ut5toqfzy9,5.911042945
tcmsae078u,5.864353312
mke5wzemiw,5.769968051
35vhraenjb,5.437908497
bo3991bo9x,5.956790123
av4fame9ok,6.091772152
gelzqcdkd2,4.555183946
vbehripb5o,5.151612903
2wifylzaof,5.230769231
9nard0gyph,4.843195266
b0lecwuiv4,3.576470588
ns3cxlrisq,6.494565217
o6py2so5ns,4.667647059
3f9vuhkwtc,4.742424242
kqwo0he3v6,3.174418605
09bl77b5fl,6.776504298
l8vhzqzpvw,5.849582173
9uqeahlpuu,6.408268734
7ygo8i9qza,4.385057471
hjl9ndelj3,4.166180758
z3ttpugsus,5.552706553
iyo45mttxg,4.341463415
bgqzcarzi0,6.265927978
sf8kvoubar,4.591591592
zwdxh2exh5,4.329376855
bhlmjvgyb1,5.127906977
b2nxn8gz9h,4.441441441
txrxyn7rwb,5.721407625
zz5m777rco,5.214899713
e8atidbkwi,4.83573487
kr8qzd2ahk,5.267806268
bcegfcj16a,5.570224719
eltinm51yl,4.740524781
587b10mrvc,6.180371353
8oybn5oros,5.515850144
st0mgpai3j,3.955357143
jin92983fz,6.005730659
4im6l7k8un,6.472
rfwfa8wuq6,5.654618474
uocgf74rj9,5.110655738
wsalwizquo,5.692622951
43z5ood11b,6.565217391
fgk2zv4jbt,5.962809917
1vhs5a7oqb,4.402542373
kdrone0xo8,5.377952756
40vugp9nwm,4.889344262
p09o3g2vm1,6.435483871
0i14t7h58r,5.769230769
q5ii8o3nxs,5.31300813
vskad3uvsy,5.130252101
ccty7a13ak,4.798387097
tbfhr0ysur,5.547244094
8hbs0qy6df,6.409836066
pilj6y0qsn,4.745901639
az56ql3p96,5.381742739
ck2fx69d2e,5.350393701
yq40b43ekz,6.798387097
ktrbyrh4fd,5.570850202
uk7snqzmua,5.096385542
flidjyqwqb,4.8875
cruwlmeibe,6.12295082
63w817v9az,4.721774194
v3uz57j9bi,5.87854251
336hfpvsh8,3.433198381
q6z1vdrbkm,5.290322581
7p6j62awuy,5.765432099
ikxxx72mlp,3.614718615
gxpmiovyre,6.283950617
een12kx6qf,5.11965812
z62zlwiwan,5.379166667
g4wbavhoe9,5.131687243
fc78t6tx7q,5.351694915
hbk252qd80,4.225941423
g16rmw2wvg,5.200819672
a2t2aw7kdw,5.182539683
hm1jjcbao0,6.338582677
n1okb0kp7h,5.67539267
ukwenlliki,6.130208333
ww7p1guh24,4.367021277
blfstpxub6,5.465968586
ey9rfylibx,5.654255319
61nm5vswh5,5.2
8y9ktw9x1f,6.052356021
7mcm2wpre8,4.589473684
f96ixzuxtb,5.821052632
97hsem7v7x,5.560209424
xfhdk568kv,5.797814208
urszm56f98,5.666666667
7qablffhk8,5.72972973
8enp2pdgoc,6.067375887
pqvho5z28i,6.571929825
7b7aqyv8bx,5.204460967
c0azrv5cex,4.621908127
2xx2fsxczg,6.40625
936pqk0bz3,6.95035461
k7kc1nt32q,5.069090909
jpmof3pwvz,6.555172414
bzg7zkkwjl,5.633802817
ak2ug70u71,6.845070423
c8e7265mak,4.605072464
yyo2dmzfu2,6.395833333
7iizmzlkun,5.413194444
5ic19rhjwr,4.225352113
v2azgb0s37,7.081850534
43u7zfuucg,7.438538206
w23rnsyeyy,4.85106383
4qswniod74,5.349315068
g4r0thppla,5.445255474
takg4smr87,5.153024911
vo9lwd4r0p,4.284172662
42fzjijgop,5.74822695
yagkyde8l6,6.618181818
n8nqzbfkfh,5.390410959
ftn1afhaa7,5.7890625
jvbzisww0y,6.4296875
qrecvvxoyo,3.855932203
u7xzia7uad,5.93495935
6yhh0zvo8b,5.420634921
s49iig1k1m,7.198412698
5bbamqy6o4,5.743801653
4cmooyrlgu,5.57480315
qqqjng3ol6,6.064516129
dhb3r2ifun,5.365079365
2z6211x3kx,5.904761905
c7rquzf2bx,4.9453125
6704cz6yxp,5.1484375
s0ows8604s,5.709677419
gizb5y19t3,5.579365079
8k7ekn2rnd,5.734375
unj71h4wmw,4.512605042
mt0wy89uxn,6.088709677
1p6ake8z0n,4.949152542
1irx4vp6sk,6.178294574
1vqigmi7pe,5.710743802
ss6230qqgb,5.55
pgn6pzf17g,6.108527132
20ac928e1u,5.140495868
19wgymr2pi,5.411290323
g1bp8swamm,4.431034483
te8fhc1so7,5.134453782
w17fp29one,5.388888889
1ais1yovf5,7.396946565
o3tendy6f7,6.992592593
yr3knudqe5,5.170731707
m0he49asec,7.177419355
ik4l4luytz,6.239875389
k9gyyfqqht,6.516034985
i4u7s1sh2n,5.765273312
ylofzk0jvl,5.482993197
s9bo3afo6j,6.558730159
rd9pp4xk8q,5.927899687
hpdtel96e9,5.554098361
0h9uus7d9u,7.33819242
vlmgpw575j,4.659375
9pm0gwpbxm,4.354166667
uqy6s6o9d0,6.152866242
q27c5tzfrd,5.217391304
5omfuxnto2,5.055737705
v7zganwj3f,5.334437086
mqsjn40d08,6.211009174
fwgkifm2vc,6.475728155
5c0bd6osbb,3.349056604
34iyjkc5fm,6.017123288
htma7qot64,4.155339806
whza7yc8w1,5.37388724
4vovwamk66,5.205357143
aqoxt8u1cx,5.352380952
pp2jquckt8,4.97689769
6rhhybixqh,5.382550336
t7qdwa9sab,5.47266881
b932d1wdud,4.551155116
05raqq51pj,5.747440273
lvog11ofsw,5.916129032
zafs7vwgsv,5.316326531
7t3oinzsq1,5.203947368
i2ch15n35i,5.057239057
n2p29mkjjt,4.895470383
3khm7jxv72,4.973063973
gse8k37t1y,5.174050633
r5y63jdy7b,4.606666667
uxw7huyvmn,5.641196013
aqcrhpi69u,6.273015873
yxyvq22rcy,5.314814815
9rsoeut16i,7.049418605
p7supme7ft,5.414473684
oqn1dsbr3v,6.14893617
8mh65wllcj,5.61414791
eq4ev3x80z,5.750841751
o0apfs6mm3,5.233226837
bzr2q00vp0,5.893687708
cxz2zsv1rs,5.265100671
4ye3melx6j,5.006849315
rj8jslqzfr,5.469453376
efmz258aa4,5.356902357
9h893nyawm,4.84244373
8d0g3khmo5,6.243902439
47qd37h2wv,5.356666667
7ng95c2099,4.791411043
gje95833dk,4.862295082
u8tzu55dfw,4.977419355
kx175zommi,5.15483871
oswzn6vrjf,4.551724138
itzb65cgnf,5.503424658
hyal1a62tx,4.959459459
749owz29hu,5.932907348
tpbrhpuzzk,5.820261438
5wakpwribh,4.526315789
brt16n5h9n,5.472222222
jt31l5ygvj,5.11627907
08qct20qyd,5.28852459
ikbtg1v5f1,5.140468227
zsv9gjff49,5.775316456
6vx9wzsmsy,4.894039735
hq5tnzmi3f,5.837579618
lnpou2xf7o,5.325423729
wj8s9bq03n,5.363934426
r17xbsd2if,5.693811075
h75rxafpnw,5.65993266
n6mzpwb7b4,4.676666667
3rxw4nz211,5.45751634
clluj9t9f2,5.276315789
ounfuj20wt,5.544871795
51tanb33ah,4.593442623
l355os3v3h,5.331103679
jt797ig70e,4.447619048
oejo43mf38,4.168316832
cmi20vnt7b,5.750809061
98lk79zxci,5.519354839
690mg454mf,4.496551724
p0cxivc46u,5.930599369
03tgvsmkop,5.958730159
waq91sji4v,5.578947368
j1ljb2h20o,4.637630662
xdohecrnyp,5.924590164
i81i6a7alz,5.342281879
na7s6nkt08,5.599348534
yfglqo3x2u,5.197231834
fnacbyvldp,6.806853583
jqd7kxn2ag,6.291803279
unbd0n96mn,4.878378378
xpzv31nrrz,5.214983713
honcqkz66x,4.601351351
lxspgi5eaa,5.476973684
xejd9eh4wn,5.630718954
ckcvfvi4wa,5.093655589
gf5epxvamu,4.627586207
avinxtc98q,5.444078947
100gz6lkmu,5.342372881
jf0k0durrd,5.403333333
wh9d1iukca,5.855263158
5qf0spsy9z,5.321656051
gtzzycfzax,4.990228013
zcmuphbcbv,5.803174603
ck35txqodr,5.22611465
lumiw2yhz5,4.471186441
hsx95ske74,5.434782609
yrktq3hvmw,5.354166667
hwjok541zx,5.459731544
vmltvvqfcs,5.317880795
kx3qv1ik3g,5.463917526
pzlxaghqel,5.559375
hdgezz0do9,5.321192053
8u7tlw2iep,5.213114754
bjzv1qs85y,5.378980892
ielkd6mglk,5.152317881
3ec6h9bcvh,4.720930233
n3g60zelyv,5.394136808
2q4kaj4faj,5.863492063
pop3s8gxc0,5.66163142
glsftlm4v4,6.115987461
5eu7veeq6c,4.894389439
6gcnytgqp9,4.75257732
7ddig2towu,5.050505051
1s2ku9yjit,5.182119205
lgzfphhg6z,4.630508475
rfqsp133ls,5.27388535
oihfvh1215,6.067307692
n8nvj0fnma,5.009404389
05kwsxu3xo,6.13125
lmhd9dmjgf,6.094637224
6ysseim4hs,5.765100671
06an3g91w7,6.125
1ufjpmn6od,5.691358025
e39aodrumi,5.140522876
xex2as64zs,5.037162162
9395n6m1fq,5.962264151
27927qen1f,5.322368421
r43axqshbf,4.441176471
00i4w70pks,5.03630363
gmlpo9jjee,5.740131579
raeh1lvokc,4.284246575
vv4ehrz2bb,6.338842975
8mtyfd4ios,5.603305785
2h5xevowry,6.091666667
o5wy22jjyo,5.432098765
tzvr08ssa6,6.478087649
6bitupbjb1,5.100806452
vgylbj7u49,7.180076628
neecnob0dt,5.563265306
bxhgywebib,6.196721311
zqosppsy53,5.913934426
sed3sqvotz,5.423868313
dhtzigy1is,4.827004219
2y9rg9jzaq,7.16988417
3myya8uy9r,5.344
kh4glliwjp,5.566801619
r49u1l903i,6.079166667
13kk2dfctd,6.040650407
rkd2ibrowz,5.217741935
j1uhjw14sq,5.299212598
g8uyi3cffq,4.937759336
9mpjgoay0s,5.302521008
ixyg1faeyk,5.207317073
i72k5cx6ak,5.516393443
6jrlh259kk,5.587301587
kl9vr2oxqj,6.003891051
hkfhdrzi04,7.05859375
tx13o2luz5,6.511627907
0cm52phrqr,6.194444444
wrn02nzcbv,5.326359833
k8g1on8htw,5.160493827
7hl43if7no,4.89626556
eduo1yikpc,5.697580645
4vukxhvl9m,4.984063745
qgqkz667u3,5.430894309
sn5gdu3ikz,5.677419355
9n1gikb8gm,5.870967742
ah7mldw9wy,5.035856574
s07fa3qzbl,5.356643357
ipw7d76ggf,4.886666667
f1o9t7ylv5,5.291666667
v2hngod2zx,6.007042254
hxs8ruz8b4,5.764285714
s3ji6qcsdv,5.496774194
cr75m6bjgk,6.867132867
4qgw4g0m9m,6.401315789
9oaklbftrb,6.598639456
wgvnzgp9vt,6.10738255
h6g0o6r4wy,7.223776224
tfg67mipx3,6.043165468
op0yucccto,6.765517241
5kr5cinb91,6.393333333
1kefx622pw,5.431654676
5vya0grvsr,5.412587413
cfq5gdy072,6.014388489
zg381eouca,5.972027972
s3gi8cglpd,5.534722222
d3ahpd1no7,7.108843537
n8ard7ipc3,7.054054054
i3zm9u958j,5.585034014
33i5zg9mkz,6.033783784
wyh6wysl1n,5.568493151
bxew51kcq2,4.395973154
qzt7ob8r4y,5.608695652
sl0ij8th4t,5.960264901
cw4pmfzixe,5.993377483
kkyy4u09hv,6.9375
u0njxjeww1,5.104895105
xds9p9k0ju,6.503267974
z1jl8ad95o,5.602739726
uozijke64j,5.888157895
1fmpkip802,5.972027972
u0zh2vgvyq,6.627586207
8l8skyj8dd,4.746376812
xi26bf0wuf,7.178807947
q4tb9wtxw2,5.793103448
0n8ifm77lm,3.937062937
k4cns1weqj,5.653333333
uxfi5y39jl,6.204081633
g2hl3t8sde,6.894736842
kpv20t0dia,6.180555556
1vijc7r2kp,5.107142857
tjg1gkt3qs,6.642857143
0y9fb5txla,6.655405405
bttv3wq150,6.597315436
gh5o13gvxn,4.837837838
xrymo7yye7,5.963768116
2sqmc3f9pt,5.965517241
rkss3bcyc9,6.458333333
4pqymfqc6h,5.349315068
10u6i6yxjk,4.797101449
hpd7ods7l4,5.027210884
ix9f0fhe2n,5.731034483
s3xif036j8,6.719457014
ffgngs4mkh,6.353773585
m2lcsjvyed,6.484162896
6c8k86tx7d,6.85046729
77p8chssrp,3.984693878
fivpxrgh5n,2.74611399
51pc8pcczz,6.03
bcnl1dkzb9,5.020725389
jzr48b7g4m,5.282178218
d6tt3t5m48,5.226804124
lnv5v0knsp,5.817258883
f2fpb7bg6b,7.492822967
4hhii2jkbq,7.04368932
udnxh729ao,5.52284264
6nqpov7wgx,8.23943662
5to1c75zlo,5.797619048
85vr8wperq,4.45
cl2nkbm7oa,3.8625
3oxb5bcsj3,5.271676301
sfhynsqnm6,6.648809524
eceizrhfhl,5.084337349
ck1zbjwto2,6.807453416
vakc4xwzdu,5.540372671
l8u2dquhbk,4.686746988
0kqjkiuju4,3.690909091
2inhhr36gi,5.505952381
que301hfyp,5.428571429
z5laqeh0qy,5.524096386
zamqptsbdl,4.872727273
ifz8q9qekt,6.379888268
l3vhlheyf9,6.423728814
ut647h59k8,5.63030303
gkp73bkv0s,5.028735632
r0txm25h5d,5.460526316
7qnfwpjstx,5.19375
ddu27p3lkh,6.870588235
8gu6ycgtfl,4.944785276
48o0c9pdbx,5.428571429
fsxr4nl9ca,6.48255814
76rtz3vi7m,5.806060606
i604qyp1db,5.631578947
wr1uzl4kq3,4.86875
6j9sezbjx4,5.272727273
lz5245erf2,6.058823529
gq54c5r6pj,4.740963855
95qqmnhcle,5.192546584
tmtg0gbccp,7.041420118
peh148e3nw,5.457627119
h73e7u4egw,5.929411765
hholtpty0i,6.296969697
4gvxu69o2x,5.742331288
5ulx8u56n5,6.8125
on79bwicte,5.677018634
8f3hax4zuc,4.892215569
cepfmvmbs5,6.390804598
f9m881gb1m,5.485207101
nrnkhs5ki8,5.697674419
df002lij58,4.402439024
7mc70sp630,5.388888889
6qo3fpr8i4,4.901734104
j8j0p1dp11,5.325153374
eetqskjqem,4.225806452
qick362hr9,5.101265823
vyyel0x0xm,4.666666667
dewmiq9hn9,5.388535032
9pe85mxr66,6.953757225
by3fva6el2,4.930379747
2gsuyqikbh,4.72392638
5jh33bza5y,6.943502825
tdl3ytp7mo,6.012578616
idkljo5tq0,6.207317073
qlgcl930m1,4.24516129
7pgi0zddkq,5.203703704
s2ah22g8m1,5.006666667
hs5jtiz9wv,6.385964912
9j13z2uyn0,5.75739645
6o7gw7o7rj,4.401273885
49vl3zjyct,4.871165644
d7znkvbtl1,6.356725146
wafycbfqro,5.773584906
qvlpatk4f6,5.842424242
jnum8jg0te,4.801242236
esvoyfjq6z,6.890243902
bc1r0us0n3,5.796296296
iwqp38jf09,6.886792453
vj560gsiw7,5.889534884
1ptw3gej0n,5.806451613
m7pwnul5qx,5.654411765
okba9wdh8q,4.635036496
8l8dgnarr4,6.171232877
wl1156g9oa,5.014492754
klrpyivr0x,5.771428571
zt1mkzzwex,5.886666667
yrrfne2zgb,5.362318841
7ek6qgsjlu,6.134751773
mnn1kjzx9m,5.918367347
eanonyu84p,5.296296296
1ur4copf10,6.401408451
hawhwr6vt6,5.443661972
9quy2b96by,5.340425532
44xi9tdgb2,5.035971223
j6hic5sqw9,6.014492754
7gqxpxpntm,6.544827586
ghphujh1ik,6.032894737
0dsuxxzpju,5.894736842
rc86pqzhxw,5.964028777
d6991bi83v,5.0625
d0tu56gc6d,5.507246377
ns5vvyr7vo,4.969924812
ydwt8t7jd9,5.852112676
y0auvzvj32,6.307317073
oyuw01ayvq,4.719626168
pscqugpugr,5.747619048
lk1sy7qacc,6.596244131
1ma23bhf3v,6.608294931
go2mbcwz9a,6.113744076
ug8fq3qjxq,5.796296296
hc8wv40o82,3.153846154
tpbrbjplyi,5.265402844
x9qvngn37b,6.120930233
yrxycfrcqu,6.198198198
ic0qiybcug,5.557142857
qcr0mwh6wi,5.610576923
4wfbabaxi0,6.444954128
